,ID,Mission Time,Packet Count,Altitud,Presión,Temperatura,Voltaje,Hora,Latitud 1,Longitud 1,GPS SATS,Pitch,Roll,Autogiro_vel,Estado Software,Latitud 2,Longitud 2,Altitud 2
15,ID,00:00,0,-2143.0,0.0,-53.57,3.33,11:11,194854,-194854.0,2,0.39,0.22,0,ESPERA,194854,-194854.0,-2143.0
16,ID,00:00,0,-2143.0,0.0,-42.22,3.33,11:11,194854,-194854.0,2,0.28,0.24,0,ESPERA,194854,-194854.0,-2143.0
17,ID,00:00,0,-2143.0,0.0,-41.98,3.33,11:11,194854,-194854.0,2,0.42,0.26,0,ESPERA,194854,-194854.0,-2143.0
18,ID,00:00,0,-2143.0,0.0,-31.25,3.33,11:11,194854,-194854.0,2,0.38,0.24,0,ESPERA,194854,-194854.0,-2143.0
19,ID,00:00,0,-2143.0,0.0,-27.89,3.33,11:11,194854,-194854.0,2,0.44,0.25,0,ESPERA,194854,-194854.0,-2143.0
20,ID,00:00,0,-2143.0,0.0,-91.2,3.33,11:11,194854,-194854.0,2,0.5,0.48,0,ESPERA,194854,-194854.0,-2143.0
21,ID,00:00,0,-2143.0,0.0,-29.2,3.33,11:11,194854,-194854.0,2,0.55,0.31,0,ESPERA,194854,-194854.0,-2143.0
22,ID,00:00,0,-2143.0,0.0,75.78,3.33,11:11,194854,-194854.0,2,0.4,0.19,0,ESPERA,194854,-194854.0,-2143.0
23,ID,00:00,0,-2143.0,0.0,97.37,3.33,11:11,194854,-194854.0,2,0.54,0.29,0,ESPERA,194854,-194854.0,-2143.0
24,ID,00:00,0,-2143.0,0.0,45.55,3.33,11:11,194854,-194854.0,2,0.49,0.29,0,ESPERA,194854,-194854.0,-2143.0
25,ID,00:00,0,-2143.0,0.0,-8.41,3.33,11:11,194854,-194854.0,2,0.47,0.2,0,ESPERA,194854,-194854.0,-2143.0
26,ID,00:00,0,-2143.0,0.0,-43.2,3.33,11:11,194854,-194854.0,2,0.48,0.18,0,ESPERA,194854,-194854.0,-2143.0
27,ID,00:00,0,-2143.0,0.0,-39.14,3.33,11:11,194854,-194854.0,2,0.51,0.13,0,ESPERA,194854,-194854.0,-2143.0
28,ID,00:00,0,-2143.0,0.0,-21.64,3.33,11:11,194854,-194854.0,2,0.42,0.17,0,ESPERA,194854,-194854.0,-2143.0
29,ID,00:00,0,-2143.0,0.0,-8.1,3.33,11:11,194854,-194854.0,2,0.49,0.21,0,ESPERA,194854,-194854.0,-2143.0
30,ID,00:00,0,-2143.0,0.0,10.66,3.33,11:11,194854,-194854.0,2,0.5,0.24,0,ESPERA,194854,-194854.0,-2143.0
31,ID,00:00,0,-2143.0,0.0,8.05,3.33,11:11,194854,-194854.0,2,0.48,0.25,0,ESPERA,194854,-194854.0,-2143.0
32,ID,00:00,0,-2143.0,0.0,5.55,3.33,11:11,194854,-194854.0,2,0.47,0.22,0,ESPERA,194854,-194854.0,-2143.0
33,ID,00:00,0,-2143.0,0.0,9.24,3.33,11:11,194854,-194854.0,2,0.53,0.17,0,ESPERA,194854,-194854.0,-2143.0
34,ID,00:00,0,-2143.0,0.0,15.12,3.33,11:11,194854,-194854.0,2,0.5,0.2,0,ESPERA,194854,-194854.0,-2143.0
35,ID,00:00,0,-2143.0,0.0,34.31,3.33,11:11,194854,-194854.0,2,0.47,0.2,0,ESPERA,194854,-194854.0,-2143.0
36,ID,00:00,0,-2143.0,0.0,44.72,3.33,11:11,194854,-194854.0,2,0.44,0.23,0,ESPERA,194854,-194854.0,-2143.0
37,ID,00:00,0,-2143.0,0.0,31.46,3.33,11:11,194854,-194854.0,2,0.51,0.22,0,ESPERA,194854,-194854.0,-2143.0
38,ID,00:00,0,-2143.0,0.0,32.27,3.33,11:11,194854,-194854.0,2,0.47,0.2,0,ESPERA,194854,-194854.0,-2143.0
39,ID,00:00,0,-2143.0,0.0,45.73,3.33,11:11,194854,-194854.0,2,0.47,0.21,0,ESPERA,194854,-194854.0,-2143.0
40,ID,00:00,0,-2143.0,0.0,51.5,3.33,11:11,194854,-194854.0,2,0.46,0.21,0,ESPERA,194854,-194854.0,-2143.0
41,ID,00:00,0,-2143.0,0.0,19.15,3.33,11:11,194854,-194854.0,2,0.38,0.29,0,ESPERA,194854,-194854.0,-2143.0
42,ID,00:00,0,-2143.0,0.0,-3.64,3.33,11:11,194854,-194854.0,2,0.39,0.22,0,ESPERA,194854,-194854.0,-2143.0
43,ID,00:00,0,-2143.0,0.0,-3.49,3.33,11:11,194854,-194854.0,2,0.38,0.22,0,ESPERA,194854,-194854.0,-2143.0
44,ID,00:00,0,-2143.0,0.0,-16.71,3.33,11:11,194854,-194854.0,2,0.49,0.21,0,ESPERA,194854,-194854.0,-2143.0
45,ID,00:00,0,-2143.0,0.0,-35.83,3.33,11:11,194854,-194854.0,2,0.44,0.18,0,ESPERA,194854,-194854.0,-2143.0
46,ID,00:00,0,-2143.0,0.0,-57.08,3.33,11:11,194854,-194854.0,2,0.35,0.2,0,ESPERA,194854,-194854.0,-2143.0
47,ID,00:00,0,-2143.0,0.0,-41.58,3.33,11:11,194854,-194854.0,2,0.42,0.11,0,ESPERA,194854,-194854.0,-2143.0
48,ID,00:00,0,-2143.0,0.0,-28.86,3.33,11:11,194854,-194854.0,2,0.38,0.17,0,ESPERA,194854,-194854.0,-2143.0
49,ID,00:00,0,-2143.0,0.0,-13.41,3.33,11:11,194854,-194854.0,2,0.37,0.14,0,ESPERA,194854,-194854.0,-2143.0
50,ID,00:00,0,-2143.0,0.0,-9.2,3.33,11:11,194854,-194854.0,2,0.31,0.19,0,ESPERA,194854,-194854.0,-2143.0
51,ID,00:00,0,-2143.0,0.0,1.41,3.33,11:11,194854,-194854.0,2,0.39,0.19,0,ESPERA,194854,-194854.0,-2143.0
52,ID,00:00,0,-2143.0,0.0,5.47,3.33,11:11,194854,-194854.0,2,0.4,0.21,0,ESPERA,194854,-194854.0,-2143.0
53,ID,00:00,0,-2143.0,0.0,-17.37,3.33,11:11,194854,-194854.0,2,0.39,0.24,0,ESPERA,194854,-194854.0,-2143.0
54,ID,00:00,0,-2143.0,0.0,-15.25,3.33,11:11,194854,-194854.0,2,0.43,0.16,0,ESPERA,194854,-194854.0,-2143.0
55,ID,00:00,0,-2143.0,0.0,-13.11,3.33,11:11,194854,-194854.0,2,0.46,0.19,0,ESPERA,194854,-194854.0,-2143.0
56,ID,00:00,0,-2143.0,0.0,-24.37,3.33,11:11,194854,-194854.0,2,0.32,0.22,0,ESPERA,194854,-194854.0,-2143.0
57,ID,00:00,0,-2143.0,0.0,-0.05,3.33,11:11,194854,-194854.0,2,0.5,0.11,0,ESPERA,194854,-194854.0,-2143.0
58,ID,00:00,0,-2143.0,0.0,1.4,3.33,11:11,194854,-194854.0,2,0.34,0.25,0,ESPERA,194854,-194854.0,-2143.0
59,ID,00:00,0,-2143.0,0.0,-14.79,3.33,11:11,194854,-194854.0,2,0.4,0.32,0,ESPERA,194854,-194854.0,-2143.0
60,ID,00:00,0,-2143.0,0.0,-28.66,3.33,11:11,194854,-194854.0,2,0.44,0.28,0,ESPERA,194854,-194854.0,-2143.0
61,ID,00:00,0,-2143.0,0.0,-38.1,3.33,11:11,194854,-194854.0,2,0.46,0.32,0,ESPERA,194854,-194854.0,-2143.0
62,ID,00:00,0,-2143.0,0.0,-59.29,3.33,11:11,194854,-194854.0,2,0.48,0.11,0,ESPERA,194854,-194854.0,-2143.0
63,ID,00:00,0,-2143.0,0.0,-73.14,3.33,11:11,194854,-194854.0,2,0.39,0.05,0,ESPERA,194854,-194854.0,-2143.0
64,ID,00:00,0,-2143.0,0.0,-76.54,3.33,11:11,194854,-194854.0,2,0.26,0.14,0,ESPERA,194854,-194854.0,-2143.0
65,ID,00:00,0,-2143.0,0.0,-68.48,3.33,11:11,194854,-194854.0,2,0.36,0.15,0,ESPERA,194854,-194854.0,-2143.0
66,ID,00:00,0,-2143.0,0.0,-39.26,3.33,11:11,194854,-194854.0,2,0.32,0.09,0,ESPERA,194854,-194854.0,-2143.0
67,ID,00:00,0,-2143.0,0.0,-6.86,3.33,11:11,194854,-194854.0,2,0.35,0.14,0,ESPERA,194854,-194854.0,-2143.0
68,ID,00:00,0,-2143.0,0.0,-10.63,3.33,11:11,194854,-194854.0,2,0.49,0.25,0,ESPERA,194854,-194854.0,-2143.0
69,ID,00:00,0,-2143.0,0.0,-7.5,3.33,11:11,194854,-194854.0,2,0.48,0.17,0,ESPERA,194854,-194854.0,-2143.0
70,ID,00:00,0,-2143.0,0.0,4.25,3.33,11:11,194854,-194854.0,2,0.41,0.09,0,ESPERA,194854,-194854.0,-2143.0
71,ID,00:00,0,-2143.0,0.0,-4.6,3.33,11:11,194854,-194854.0,2,0.35,0.21,0,ESPERA,194854,-194854.0,-2143.0
72,ID,00:00,0,-2143.0,0.0,2.75,3.33,11:11,194854,-194854.0,2,0.57,0.06,0,ESPERA,194854,-194854.0,-2143.0
73,ID,00:00,0,-2143.0,0.0,-19.6,3.33,11:11,194854,-194854.0,2,0.35,0.2,0,ESPERA,194854,-194854.0,-2143.0
74,ID,00:00,0,-2143.0,0.0,-34.8,3.33,11:11,194854,-194854.0,2,0.37,0.2,0,ESPERA,194854,-194854.0,-2143.0
75,ID,00:00,0,-2143.0,0.0,-53.98,3.33,11:11,194854,-194854.0,2,0.41,0.18,0,ESPERA,194854,-194854.0,-2143.0
76,ID,00:00,0,-2143.0,0.0,-70.16,3.33,11:11,194854,-194854.0,2,0.46,0.15,0,ESPERA,194854,-194854.0,-2143.0
77,ID,00:00,0,-2143.0,0.0,-61.28,3.33,11:11,194854,-194854.0,2,0.45,0.02,0,ESPERA,194854,-194854.0,-2143.0
78,ID,00:00,0,-2143.0,0.0,-69.15,3.33,11:11,194854,-194854.0,2,0.4,0.08,0,ESPERA,194854,-194854.0,-2143.0
79,ID,00:00,0,-2143.0,0.0,-92.94,3.33,11:11,194854,-194854.0,2,0.45,0.05,0,ESPERA,194854,-194854.0,-2143.0
80,ID,00:00,0,-2143.0,0.0,-106.3,3.33,11:11,194854,-194854.0,2,0.36,0.06,0,ESPERA,194854,-194854.0,-2143.0
81,ID,00:00,0,-2143.0,0.0,-93.26,3.33,11:11,194854,-194854.0,2,0.43,0.11,0,ESPERA,194854,-194854.0,-2143.0
82,ID,00:00,0,-2143.0,0.0,-60.79,3.33,11:11,194854,-194854.0,2,0.51,0.26,0,ESPERA,194854,-194854.0,-2143.0
83,ID,00:00,0,-2143.0,0.0,-18.54,3.33,11:11,194854,-194854.0,2,0.49,0.13,0,ESPERA,194854,-194854.0,-2143.0
84,ID,00:00,0,-2143.0,0.0,4.74,3.33,11:11,194854,-194854.0,2,0.52,0.23,0,ESPERA,194854,-194854.0,-2143.0
85,ID,00:00,0,-2143.0,0.0,-12.89,3.33,11:11,194854,-194854.0,2,0.43,0.13,0,ESPERA,194854,-194854.0,-2143.0
86,ID,00:00,0,-2143.0,0.0,-35.47,3.33,11:11,194854,-194854.0,2,0.37,0.27,0,ESPERA,194854,-194854.0,-2143.0
87,ID,00:00,0,-2143.0,0.0,-32.19,3.33,11:11,194854,-194854.0,2,0.41,0.22,0,ESPERA,194854,-194854.0,-2143.0
88,ID,00:00,0,-2143.0,0.0,-79.79,3.33,11:11,194854,-194854.0,2,0.44,0.3,0,ESPERA,194854,-194854.0,-2143.0
89,ID,00:00,0,-2143.0,0.0,-94.02,3.33,11:11,194854,-194854.0,2,0.47,0.22,0,ESPERA,194854,-194854.0,-2143.0
90,ID,00:00,0,-2143.0,0.0,-114.82,3.33,11:11,194854,-194854.0,2,0.42,0.11,0,ESPERA,194854,-194854.0,-2143.0
91,ID,00:00,0,-2143.0,0.0,-81.7,3.33,11:11,194854,-194854.0,2,0.48,0.11,0,ESPERA,194854,-194854.0,-2143.0
92,ID,00:00,0,-2143.0,0.0,-37.96,3.33,11:11,194854,-194854.0,2,0.5,0.1,0,ESPERA,194854,-194854.0,-2143.0
93,ID,00:00,0,-2143.0,0.0,14.85,3.33,11:11,194854,-194854.0,2,0.56,0.22,0,ESPERA,194854,-194854.0,-2143.0
94,ID,00:00,0,-2143.0,0.0,34.77,3.33,11:11,194854,-194854.0,2,0.41,0.32,0,ESPERA,194854,-194854.0,-2143.0
95,ID,00:00,0,-2143.0,0.0,-36.04,3.33,11:11,194854,-194854.0,2,0.37,0.27,0,ESPERA,194854,-194854.0,-2143.0
96,ID,00:00,0,-2143.0,0.0,-19.06,3.33,11:11,194854,-194854.0,2,0.52,0.25,0,ESPERA,194854,-194854.0,-2143.0
97,ID,00:00,0,-2143.0,0.0,-31.41,3.33,11:11,194854,-194854.0,2,0.46,0.23,0,ESPERA,194854,-194854.0,-2143.0
98,ID,00:00,0,-2143.0,0.0,-42.44,3.33,11:11,194854,-194854.0,2,0.41,0.21,0,ESPERA,194854,-194854.0,-2143.0
99,ID,00:00,0,-2143.0,0.0,-21.99,3.33,11:11,194854,-194854.0,2,0.42,0.21,0,ESPERA,194854,-194854.0,-2143.0
100,ID,00:00,0,-2143.0,0.0,-5.98,3.33,11:11,194854,-194854.0,2,0.43,0.26,0,ESPERA,194854,-194854.0,-2143.0
101,ID,00:00,0,-2143.0,0.0,1.53,3.33,11:11,194854,-194854.0,2,0.42,0.25,0,ESPERA,194854,-194854.0,-2143.0
102,ID,00:00,0,-2143.0,0.0,5.56,3.33,11:11,194854,-194854.0,2,0.47,0.23,0,ESPERA,194854,-194854.0,-2143.0
103,ID,00:00,0,-2143.0,0.0,-9.46,3.33,11:11,194854,-194854.0,2,0.47,0.26,0,ESPERA,194854,-194854.0,-2143.0
104,ID,00:00,0,-2143.0,0.0,-5.98,3.33,11:11,194854,-194854.0,2,0.45,0.26,0,ESPERA,194854,-194854.0,-2143.0
105,ID,00:00,0,-2143.0,0.0,21.76,3.33,11:11,194854,-194854.0,2,0.5,0.26,0,ESPERA,194854,-194854.0,-2143.0
106,ID,00:00,0,-2143.0,0.0,-12.94,3.33,11:11,194854,-194854.0,2,0.46,0.27,0,ESPERA,194854,-194854.0,-2143.0
107,ID,00:00,0,-2143.0,0.0,7.72,3.33,11:11,194854,-194854.0,2,0.45,0.27,0,ESPERA,194854,-194854.0,-2143.0
108,ID,00:00,0,-2143.0,0.0,-1.89,3.33,11:11,194854,-194854.0,2,0.46,0.24,0,ESPERA,194854,-194854.0,-2143.0
109,ID,00:00,0,-2143.0,0.0,15.47,3.33,11:11,194854,-194854.0,2,0.49,0.21,0,ESPERA,194854,-194854.0,-2143.0
110,ID,00:00,0,-2143.0,0.0,9.67,3.33,11:11,194854,-194854.0,2,0.43,0.31,0,ESPERA,194854,-194854.0,-2143.0
111,ID,00:00,0,-2143.0,0.0,-7.72,3.33,11:11,194854,-194854.0,2,0.42,0.3,0,ESPERA,194854,-194854.0,-2143.0
112,ID,00:00,0,-2143.0,0.0,-4.92,3.33,11:11,194854,-194854.0,2,0.46,0.25,0,ESPERA,194854,-194854.0,-2143.0
113,ID,00:00,0,-2143.0,0.0,-12.28,3.33,11:11,194854,-194854.0,2,0.52,0.27,0,ESPERA,194854,-194854.0,-2143.0
114,ID,00:00,0,-2143.0,0.0,-2.5,3.33,11:11,194854,-194854.0,2,0.53,0.24,0,ESPERA,194854,-194854.0,-2143.0
115,ID,00:00,0,-2143.0,0.0,5.53,3.33,11:11,194854,-194854.0,2,0.51,0.26,0,ESPERA,194854,-194854.0,-2143.0
116,ID,00:00,0,-2143.0,0.0,9.93,3.33,11:11,194854,-194854.0,2,0.49,0.27,0,ESPERA,194854,-194854.0,-2143.0
117,ID,00:00,0,-2143.0,0.0,1.96,3.33,11:11,194854,-194854.0,2,0.5,0.24,0,ESPERA,194854,-194854.0,-2143.0
118,ID,00:00,0,-2143.0,0.0,24.75,3.33,11:11,194854,-194854.0,2,0.5,0.28,0,ESPERA,194854,-194854.0,-2143.0
119,ID,00:00,0,-2143.0,0.0,11.35,3.33,11:11,194854,-194854.0,2,0.48,0.26,0,ESPERA,194854,-194854.0,-2143.0
120,ID,00:00,0,-2143.0,0.0,12.85,3.33,11:11,194854,-194854.0,2,0.4,0.25,0,ESPERA,194854,-194854.0,-2143.0
121,ID,00:00,0,-2143.0,0.0,16.21,3.33,11:11,194854,-194854.0,2,0.34,0.25,0,ESPERA,194854,-194854.0,-2143.0
122,ID,00:00,0,-2143.0,0.0,-6.47,3.33,11:11,194854,-194854.0,2,0.35,0.29,0,ESPERA,194854,-194854.0,-2143.0
123,ID,00:00,0,-2143.0,0.0,12.65,3.33,11:11,194854,-194854.0,2,0.41,0.28,0,ESPERA,194854,-194854.0,-2143.0
124,ID,00:00,0,-2143.0,0.0,15.56,3.33,11:11,194854,-194854.0,2,0.43,0.3,0,ESPERA,194854,-194854.0,-2143.0
125,ID,00:00,0,-2143.0,0.0,5.9,3.33,11:11,194854,-194854.0,2,0.44,0.32,0,ESPERA,194854,-194854.0,-2143.0
126,ID,00:00,0,-2143.0,0.0,3.43,3.33,11:11,194854,-194854.0,2,0.49,0.25,0,ESPERA,194854,-194854.0,-2143.0
127,ID,00:00,0,-2143.0,0.0,-4.18,3.33,11:11,194854,-194854.0,2,0.53,0.3,0,ESPERA,194854,-194854.0,-2143.0
128,ID,00:00,0,-2143.0,0.0,-20.34,3.33,11:11,194854,-194854.0,2,0.47,0.26,0,ESPERA,194854,-194854.0,-2143.0
129,ID,00:00,0,-2143.0,0.0,-18.04,3.33,11:11,194854,-194854.0,2,0.46,0.21,0,ESPERA,194854,-194854.0,-2143.0
130,ID,00:00,0,-2143.0,0.0,8.82,3.33,11:11,194854,-194854.0,2,0.46,0.23,0,ESPERA,194854,-194854.0,-2143.0
131,ID,00:00,0,-2143.0,0.0,-9.41,3.33,11:11,194854,-194854.0,2,0.46,0.18,0,ESPERA,194854,-194854.0,-2143.0
132,ID,00:00,0,-2143.0,0.0,-8.42,3.33,11:11,194854,-194854.0,2,0.47,0.18,0,ESPERA,194854,-194854.0,-2143.0
133,ID,00:00,0,-2143.0,0.0,-46.01,3.33,11:11,194854,-194854.0,2,0.47,0.19,0,ESPERA,194854,-194854.0,-2143.0
134,ID,00:00,0,-2143.0,0.0,-32.31,3.33,11:11,194854,-194854.0,2,0.47,0.12,0,ESPERA,194854,-194854.0,-2143.0
135,ID,00:00,0,-2143.0,0.0,-14.5,3.33,11:11,194854,-194854.0,2,0.5,0.18,0,ESPERA,194854,-194854.0,-2143.0
136,ID,00:00,0,-2143.0,0.0,-25.52,3.33,11:11,194854,-194854.0,2,0.51,0.18,0,ESPERA,194854,-194854.0,-2143.0
137,ID,00:00,0,-2143.0,0.0,-32.21,3.33,11:11,194854,-194854.0,2,0.48,0.19,0,ESPERA,194854,-194854.0,-2143.0
138,ID,00:00,0,-2143.0,0.0,-41.43,3.33,11:11,194854,-194854.0,2,0.47,0.16,0,ESPERA,194854,-194854.0,-2143.0
139,ID,00:00,0,-2143.0,0.0,-23.17,3.33,11:11,194854,-194854.0,2,0.49,0.2,0,ESPERA,194854,-194854.0,-2143.0
140,ID,00:00,0,-2143.0,0.0,-30.85,3.33,11:11,194854,-194854.0,2,0.43,0.2,0,ESPERA,194854,-194854.0,-2143.0
141,ID,00:00,0,-2143.0,0.0,-39.0,3.33,11:11,194854,-194854.0,2,0.48,0.16,0,ESPERA,194854,-194854.0,-2143.0
142,ID,00:00,0,-2143.0,0.0,-7.78,3.33,11:11,194854,-194854.0,2,0.49,0.17,0,ESPERA,194854,-194854.0,-2143.0
143,ID,00:00,0,-2143.0,0.0,1.58,3.33,11:11,194854,-194854.0,2,0.46,0.25,0,ESPERA,194854,-194854.0,-2143.0
144,ID,00:00,0,-2143.0,0.0,-7.17,3.33,11:11,194854,-194854.0,2,0.48,0.23,0,ESPERA,194854,-194854.0,-2143.0
145,ID,00:00,0,-2143.0,0.0,-15.61,3.33,11:11,194854,-194854.0,2,0.51,0.17,0,ESPERA,194854,-194854.0,-2143.0
146,ID,00:00,0,-2143.0,0.0,-21.9,3.33,11:11,194854,-194854.0,2,0.49,0.22,0,ESPERA,194854,-194854.0,-2143.0
147,ID,00:00,0,-2143.0,0.0,-32.63,3.33,11:11,194854,-194854.0,2,0.45,0.23,0,ESPERA,194854,-194854.0,-2143.0
148,ID,00:00,0,-2143.0,0.0,-12.88,3.33,11:11,194854,-194854.0,2,0.46,0.17,0,ESPERA,194854,-194854.0,-2143.0
149,ID,00:00,0,-2143.0,0.0,-8.31,3.33,11:11,194854,-194854.0,2,0.48,0.15,0,ESPERA,194854,-194854.0,-2143.0
150,ID,00:00,0,-2143.0,0.0,2.43,3.33,11:11,194854,-194854.0,2,0.52,0.2,0,ESPERA,194854,-194854.0,-2143.0
151,ID,00:00,0,-2143.0,0.0,-7.92,3.33,11:11,194854,-194854.0,2,0.51,0.22,0,ESPERA,194854,-194854.0,-2143.0
152,ID,00:00,0,-2143.0,0.0,-21.67,3.33,11:11,194854,-194854.0,2,0.51,0.2,0,ESPERA,194854,-194854.0,-2143.0
153,ID,00:00,0,-2143.0,0.0,-19.23,3.33,11:11,194854,-194854.0,2,0.5,0.16,0,ESPERA,194854,-194854.0,-2143.0
154,ID,00:00,0,-2143.0,0.0,-5.08,3.33,11:11,194854,-194854.0,2,0.49,0.16,0,ESPERA,194854,-194854.0,-2143.0
155,ID,00:00,0,-2143.0,0.0,9.24,3.33,11:11,194854,-194854.0,2,0.47,0.19,0,ESPERA,194854,-194854.0,-2143.0
156,ID,00:00,0,-2143.0,0.0,8.21,3.33,11:11,194854,-194854.0,2,0.47,0.22,0,ESPERA,194854,-194854.0,-2143.0
157,ID,00:00,0,-2143.0,0.0,6.53,3.33,11:11,194854,-194854.0,2,0.48,0.2,0,ESPERA,194854,-194854.0,-2143.0
158,ID,00:00,0,-2143.0,0.0,-0.16,3.33,11:11,194854,-194854.0,2,0.48,0.21,0,ESPERA,194854,-194854.0,-2143.0
159,ID,00:00,0,-2143.0,0.0,-7.21,3.33,11:11,194854,-194854.0,2,0.48,0.2,0,ESPERA,194854,-194854.0,-2143.0
160,ID,00:00,0,-2143.0,0.0,0.36,3.33,11:11,194854,-194854.0,2,0.48,0.19,0,ESPERA,194854,-194854.0,-2143.0
161,ID,00:00,0,-2143.0,0.0,7.23,3.33,11:11,194854,-194854.0,2,0.48,0.19,0,ESPERA,194854,-194854.0,-2143.0
162,ID,00:00,0,-2143.0,0.0,7.61,3.33,11:11,194854,-194854.0,2,0.47,0.2,0,ESPERA,194854,-194854.0,-2143.0
163,ID,00:00,0,-2143.0,0.0,1.78,3.33,11:11,194854,-194854.0,2,0.46,0.2,0,ESPERA,194854,-194854.0,-2143.0
164,ID,00:00,0,-2143.0,0.0,0.27,3.33,11:11,194854,-194854.0,2,0.46,0.22,0,ESPERA,194854,-194854.0,-2143.0
165,ID,00:00,0,-2143.0,0.0,-4.25,3.33,11:11,194854,-194854.0,2,0.48,0.21,0,ESPERA,194854,-194854.0,-2143.0
166,ID,00:00,0,-2143.0,0.0,-3.09,3.33,11:11,194854,-194854.0,2,0.49,0.2,0,ESPERA,194854,-194854.0,-2143.0
167,ID,00:00,0,-2143.0,0.0,-1.17,3.33,11:11,194854,-194854.0,2,0.47,0.2,0,ESPERA,194854,-194854.0,-2143.0
168,ID,00:00,0,-2143.0,0.0,-0.99,3.33,11:11,194854,-194854.0,2,0.48,0.19,0,ESPERA,194854,-194854.0,-2143.0
169,ID,00:00,0,-2143.0,0.0,3.84,3.33,11:11,194854,-194854.0,2,0.46,0.2,0,ESPERA,194854,-194854.0,-2143.0
170,ID,00:00,0,-2143.0,0.0,-1.34,3.33,11:11,194854,-194854.0,2,0.47,0.2,0,ESPERA,194854,-194854.0,-2143.0
171,ID,00:00,0,-2143.0,0.0,2.57,3.33,11:11,194854,-194854.0,2,0.47,0.19,0,ESPERA,194854,-194854.0,-2143.0
172,ID,00:00,0,-2143.0,0.0,5.76,3.33,11:11,194854,-194854.0,2,0.48,0.2,0,ESPERA,194854,-194854.0,-2143.0
173,ID,00:00,0,-2143.0,0.0,0.6,3.33,11:11,194854,-194854.0,2,0.46,0.2,0,ESPERA,194854,-194854.0,-2143.0
174,ID,00:00,0,-2143.0,0.0,-2.18,3.33,11:11,194854,-194854.0,2,0.47,0.22,0,ESPERA,194854,-194854.0,-2143.0
175,ID,00:00,0,-2143.0,0.0,-3.63,3.33,11:11,194854,-194854.0,2,0.47,0.21,0,ESPERA,194854,-194854.0,-2143.0
176,ID,00:00,0,-2143.0,0.0,-5.09,3.33,11:11,194854,-194854.0,2,0.49,0.2,0,ESPERA,194854,-194854.0,-2143.0
177,ID,00:00,0,-2143.0,0.0,-2.28,3.33,11:11,194854,-194854.0,2,0.48,0.21,0,ESPERA,194854,-194854.0,-2143.0
178,ID,00:00,0,-2143.0,0.0,6.98,3.33,11:11,194854,-194854.0,2,0.48,0.21,0,ESPERA,194854,-194854.0,-2143.0
179,ID,00:00,0,-2143.0,0.0,7.56,3.33,11:11,194854,-194854.0,2,0.48,0.23,0,ESPERA,194854,-194854.0,-2143.0
180,ID,00:00,0,-2143.0,0.0,-0.34,3.33,11:11,194854,-194854.0,2,0.46,0.23,0,ESPERA,194854,-194854.0,-2143.0
181,ID,00:00,0,-2143.0,0.0,0.39,3.33,11:11,194854,-194854.0,2,0.47,0.23,0,ESPERA,194854,-194854.0,-2143.0
