,ID,Tiempo de misión,Contador de paquetes,Altitud,Presión,Temperatura,Voltaje,Hora,Latitud,Longitud,Pitch,Roll,Aceleración,Estado Software
46,ORB_CS,0:00:00,47,0.0,77417.0,24,7.53,11:29:00,19.50262,-99.13315,3,8,0,BOOT\r
47,ORB_CS,0:00:00,48,0.0,77406.6,21,6.28,11:29:00,19.50262,-99.13331,1,0,0,BOOT\r
48,ORB_CS,0:00:00,49,0.0,77401.0,21,8.2,11:29:00,19.5025,-99.13328,4,5,0,BOOT\r
49,ORB_CS,0:00:00,50,0.0,77413.1,24,6.87,11:29:00,19.50262,-99.13317,0,4,0,BOOT\r
50,ORB_CS,0:00:00,51,0.0,77417.2,23,5.16,11:29:00,19.50262,-99.1333,9,2,0,BOOT\r
51,ORB_CS,0:00:00,52,0.0,77411.0,24,7.57,11:29:00,19.50257,-99.13324,4,9,0,BOOT\r
52,ORB_CS,0:00:00,53,0.0,77414.3,21,5.26,11:29:00,19.50246,-99.1333,4,6,0,BOOT\r
53,ORB_CS,0:00:00,54,0.0,77404.9,22,7.73,11:29:00,19.50247,-99.1333,4,1,0,BOOT\r
54,ORB_CS,0:00:00,55,0.0,77414.1,23,8.43,11:29:00,19.50255,-99.13331,8,9,0,BOOT\r
55,ORB_CS,0:00:00,56,0.0,77405.5,23,7.03,11:29:00,19.50258,-99.1332,7,0,0,BOOT\r
56,ORB_CS,0:00:00,57,0.0,77400.3,22,5.14,11:29:00,19.50256,-99.13321,8,5,0,BOOT\r
57,ORB_CS,0:00:00,58,0.0,77409.3,20,8.97,11:29:00,19.5025,-99.13326,8,6,0,BOOT\r
58,ORB_CS,0:00:00,59,0.0,77400.6,20,8.87,11:29:00,19.50251,-99.13319,10,2,0,BOOT\r
59,ORB_CS,0:00:00,60,0.0,77417.3,23,7.24,11:29:00,19.50261,-99.13322,8,4,0,BOOT\r
60,ORB_CS,0:00:01,61,0.0,77410.2,23,8.48,11:29:01,19.50252,-99.13325,8,10,0,BOOT\r
61,ORB_CS,0:00:01,62,0.0,77415.3,23,6.45,11:29:01,19.50262,-99.13329,6,0,0,BOOT\r
62,ORB_CS,0:00:01,63,0.0,77413.2,22,6.53,11:29:01,19.50251,-99.13316,1,3,0,BOOT\r
63,ORB_CS,0:00:01,64,0.0,77404.2,21,6.32,11:29:01,19.50247,-99.13322,9,8,0,BOOT\r
64,ORB_CS,0:00:01,65,0.0,77400.6,24,7.6,11:29:01,19.50255,-99.13314,3,0,0,BOOT\r
65,ORB_CS,0:00:01,66,0.0,77417.4,22,8.93,11:29:01,19.50248,-99.13325,8,10,0,BOOT\r
66,ORB_CS,0:00:01,67,0.0,77413.8,24,8.86,11:29:01,19.50251,-99.1332,5,0,0,BOOT\r
67,ORB_CS,0:00:01,68,0.0,77414.6,22,6.88,11:29:01,19.50253,-99.13326,4,6,0,BOOT\r
68,ORB_CS,0:00:01,69,0.0,77416.8,20,6.95,11:29:01,19.50255,-99.13329,10,1,0,BOOT\r
69,ORB_CS,0:00:01,70,0.0,77408.1,23,5.04,11:29:01,19.50252,-99.13331,3,1,0,BOOT\r
70,ORB_CS,0:00:01,71,0.0,77403.6,20,6.09,11:29:01,19.50246,-99.13325,7,9,0,BOOT\r
71,ORB_CS,0:00:01,72,0.0,77415.4,24,6.87,11:29:01,19.50251,-99.13317,0,8,0,BOOT\r
72,ORB_CS,0:00:01,73,0.0,77418.2,20,7.83,11:29:01,19.50254,-99.13325,5,10,0,BOOT\r
73,ORB_CS,0:00:01,74,0.0,77416.5,22,8.11,11:29:01,19.50259,-99.13324,9,1,0,BOOT\r
74,ORB_CS,0:00:01,75,0.0,77420.0,21,7.79,11:29:01,19.50249,-99.13331,2,2,0,BOOT\r
75,ORB_CS,0:00:01,76,0.0,77415.3,23,8.75,11:29:01,19.50247,-99.13324,5,1,0,BOOT\r
76,ORB_CS,0:00:01,77,0.0,77400.1,23,7.91,11:29:01,19.50251,-99.13329,7,6,0,BOOT\r
77,ORB_CS,0:00:01,78,0.0,77406.0,21,6.99,11:29:01,19.50264,-99.1333,10,8,0,BOOT\r
78,ORB_CS,0:00:01,79,0.0,77418.6,23,8.15,11:29:01,19.50259,-99.13326,3,7,0,BOOT\r
79,ORB_CS,0:00:01,80,0.0,77407.8,22,6.86,11:29:01,19.50255,-99.13325,6,1,0,BOOT\r
80,ORB_CS,0:00:01,81,0.0,77402.3,22,6.78,11:29:01,19.5025,-99.13329,5,4,0,BOOT\r
81,ORB_CS,0:00:01,82,0.0,77402.5,22,8.03,11:29:01,19.50263,-99.13329,4,3,0,BOOT\r
82,ORB_CS,0:00:01,83,0.0,77408.3,23,8.19,11:29:01,19.50253,-99.13318,1,6,0,BOOT\r
83,ORB_CS,0:00:01,84,0.0,77404.0,21,6.87,11:29:01,19.5026,-99.1332,3,2,0,BOOT\r
84,ORB_CS,0:00:01,85,0.0,77405.0,21,6.11,11:29:01,19.50261,-99.1333,6,2,0,BOOT\r
85,ORB_CS,0:00:01,86,0.0,77401.1,21,6.54,11:29:01,19.50249,-99.1333,7,4,0,BOOT\r
86,ORB_CS,0:00:01,87,0.0,77408.3,21,5.13,11:29:01,19.50259,-99.13318,7,6,0,BOOT\r
87,ORB_CS,0:00:01,88,0.0,77414.4,23,5.65,11:29:01,19.50259,-99.13322,9,2,0,BOOT\r
88,ORB_CS,0:00:01,89,0.0,77408.4,22,5.48,11:29:01,19.50246,-99.1333,0,1,0,BOOT\r
89,ORB_CS,0:00:01,90,0.0,77403.2,21,7.92,11:29:01,19.50258,-99.13322,2,1,0,BOOT\r
90,ORB_CS,0:00:01,91,0.0,77416.3,21,6.97,11:29:01,19.50256,-99.13331,10,8,0,BOOT\r
91,ORB_CS,0:00:01,92,0.0,77400.7,22,5.45,11:29:01,19.5026,-99.13315,10,1,0,BOOT\r
92,ORB_CS,0:00:01,93,0.0,77409.9,20,5.97,11:29:01,19.50259,-99.13331,6,6,0,BOOT\r
93,ORB_CS,0:00:01,94,0.0,77400.6,22,6.23,11:29:01,19.50258,-99.13331,9,2,0,BOOT\r
94,ORB_CS,0:00:01,95,0.0,77401.1,24,6.87,11:29:01,19.50262,-99.13322,2,0,0,BOOT\r
95,ORB_CS,0:00:01,96,0.0,77416.6,21,7.53,11:29:01,19.50246,-99.13319,10,10,0,BOOT\r
96,ORB_CS,0:00:01,97,0.0,77415.3,21,6.61,11:29:01,19.50256,-99.13325,9,3,0,BOOT\r
97,ORB_CS,0:00:01,98,0.0,77413.8,21,5.6,11:29:01,19.50254,-99.13316,7,1,0,BOOT\r
98,ORB_CS,0:00:01,99,0.0,77411.3,20,7.29,11:29:01,19.50258,-99.13325,9,6,0,BOOT\r
99,ORB_CS,0:00:01,100,0.0,77401.2,24,5.89,11:29:01,19.50258,-99.13317,10,0,0,BOOT\r
100,ORB_CS,0:00:01,101,0.0,77408.6,22,5.54,11:29:01,19.50246,-99.1332,2,0,0,BOOT\r
101,ORB_CS,0:00:01,102,0.0,77413.1,23,7.4,11:29:01,19.50246,-99.13331,1,3,0,BOOT\r
102,ORB_CS,0:00:01,103,0.0,77408.0,22,6.16,11:29:01,19.50253,-99.13322,10,5,0,BOOT\r
103,ORB_CS,0:00:01,104,0.0,77404.2,21,6.14,11:29:01,19.50253,-99.13316,5,10,0,BOOT\r
104,ORB_CS,0:00:01,105,0.0,77402.0,22,5.73,11:29:01,19.50261,-99.13324,2,10,0,BOOT\r
105,ORB_CS,0:00:01,106,0.0,77407.6,21,5.61,11:29:01,19.50262,-99.13315,1,5,0,BOOT\r
106,ORB_CS,0:00:01,107,0.0,77418.3,20,5.3,11:29:01,19.50255,-99.13322,6,0,0,BOOT\r
107,ORB_CS,0:00:01,108,0.0,77408.0,24,5.97,11:29:01,19.50259,-99.13326,3,10,0,BOOT\r
108,ORB_CS,0:00:01,109,0.0,77409.6,21,7.87,11:29:01,19.50256,-99.1332,9,8,0,BOOT\r
109,ORB_CS,0:00:01,110,0.0,77406.9,21,5.47,11:29:01,19.50246,-99.13319,2,10,0,BOOT\r
110,ORB_CS,0:00:01,111,0.0,77402.1,24,6.12,11:29:01,19.50252,-99.13316,5,3,0,BOOT\r
111,ORB_CS,0:00:01,112,0.0,77412.1,22,8.09,11:29:01,19.50248,-99.13319,6,7,0,BOOT\r
112,ORB_CS,0:00:01,113,0.0,77418.7,23,6.83,11:29:01,19.50252,-99.13329,3,0,0,BOOT\r
113,ORB_CS,0:00:01,114,0.0,77412.7,23,8.33,11:29:01,19.50254,-99.13315,3,1,0,BOOT\r
114,ORB_CS,0:00:01,115,0.0,77408.8,24,7.98,11:29:01,19.50253,-99.13317,0,1,0,BOOT\r
115,ORB_CS,0:00:01,116,0.0,77403.6,22,5.19,11:29:01,19.50249,-99.13324,6,6,0,BOOT\r
116,ORB_CS,0:00:01,117,0.0,77403.9,22,7.84,11:29:01,19.50251,-99.13316,7,7,0,BOOT\r
117,ORB_CS,0:00:01,118,0.0,77416.9,22,8.22,11:29:01,19.50258,-99.13329,10,7,0,BOOT\r
118,ORB_CS,0:00:01,119,0.0,77401.0,22,7.91,11:29:01,19.50248,-99.1333,8,1,0,BOOT\r
119,ORB_CS,0:00:01,120,0.0,77410.3,21,8.3,11:29:01,19.50247,-99.13315,10,6,0,BOOT\r
120,ORB_CS,0:00:02,121,0.0,77417.3,20,8.83,11:29:02,19.50262,-99.13316,6,9,0,BOOT\r
121,ORB_CS,0:00:02,122,0.0,77400.9,21,5.13,11:29:02,19.5025,-99.13327,9,5,0,BOOT\r
122,ORB_CS,0:00:02,123,0.0,77417.0,20,5.21,11:29:02,19.50263,-99.13313,1,10,0,BOOT\r
123,ORB_CS,0:00:02,124,0.0,77409.1,23,8.16,11:29:02,19.50249,-99.13322,9,0,0,BOOT\r
124,ORB_CS,0:00:02,125,0.0,77415.3,20,8.57,11:29:02,19.50251,-99.13326,9,0,0,BOOT\r
125,ORB_CS,0:00:02,126,0.0,77410.2,21,7.55,11:29:02,19.50248,-99.13329,5,2,0,BOOT\r
126,ORB_CS,0:00:02,127,0.0,77404.7,20,7.56,11:29:02,19.50255,-99.13326,10,7,0,BOOT\r
127,ORB_CS,0:00:02,128,0.0,77415.0,24,6.13,11:29:02,19.50251,-99.13313,7,2,0,BOOT\r
128,ORB_CS,0:00:02,129,0.0,77409.1,20,7.08,11:29:02,19.50251,-99.13327,10,2,0,BOOT\r
129,ORB_CS,0:00:02,130,0.0,77417.5,22,5.06,11:29:02,19.50257,-99.1332,2,8,0,BOOT\r
130,ORB_CS,0:00:02,131,0.0,77413.7,21,8.05,11:29:02,19.50264,-99.13321,6,5,0,BOOT\r
131,ORB_CS,0:00:02,132,0.0,77416.0,20,7.31,11:29:02,19.5026,-99.13321,5,0,0,BOOT\r
132,ORB_CS,0:00:02,133,0.0,77416.3,23,6.44,11:29:02,19.50246,-99.13322,4,10,0,BOOT\r
133,ORB_CS,0:00:02,134,0.0,77402.3,23,8.4,11:29:02,19.5026,-99.13325,2,3,0,BOOT\r
134,ORB_CS,0:00:02,135,0.0,77418.6,24,5.58,11:29:02,19.50256,-99.13316,6,8,0,BOOT\r
135,ORB_CS,0:00:02,136,0.0,77400.9,21,5.49,11:29:02,19.5026,-99.13326,9,6,0,BOOT\r
136,ORB_CS,0:00:02,137,0.0,77405.0,20,5.28,11:29:02,19.50251,-99.13324,5,10,0,BOOT\r
137,ORB_CS,0:00:02,138,0.0,77416.0,21,6.65,11:29:02,19.50246,-99.13321,8,5,0,BOOT\r
138,ORB_CS,0:00:02,139,0.0,77402.6,20,6.33,11:29:02,19.50251,-99.13323,3,3,0,BOOT\r
139,ORB_CS,0:00:02,140,0.0,77416.7,23,5.6,11:29:02,19.50253,-99.13322,6,0,0,BOOT\r
140,ORB_CS,0:00:02,141,0.0,77419.4,24,7.69,11:29:02,19.50261,-99.13317,5,2,0,BOOT\r
141,ORB_CS,0:00:02,142,0.0,77412.2,24,6.95,11:29:02,19.50258,-99.13325,3,6,0,BOOT\r
142,ORB_CS,0:00:02,143,0.0,77418.9,20,6.9,11:29:02,19.50246,-99.13322,0,0,0,BOOT\r
143,ORB_CS,0:00:02,144,0.0,77415.1,24,6.69,11:29:02,19.50255,-99.13327,5,6,0,BOOT\r
144,ORB_CS,0:00:02,145,0.0,77410.5,23,7.8,11:29:02,19.50258,-99.13326,7,3,0,BOOT\r
145,ORB_CS,0:00:02,146,0.0,77418.4,23,5.19,11:29:02,19.5026,-99.13326,3,1,0,BOOT\r
146,ORB_CS,0:00:02,147,0.0,77405.9,20,5.8,11:29:02,19.50253,-99.13324,3,4,0,BOOT\r
147,ORB_CS,0:00:02,148,0.0,77404.5,20,5.88,11:29:02,19.50256,-99.13332,7,6,0,BOOT\r
148,ORB_CS,0:00:02,149,0.0,77411.8,21,8.4,11:29:02,19.50252,-99.13314,2,4,0,BOOT\r
149,ORB_CS,0:00:02,150,0.0,77410.0,20,7.9,11:29:02,19.50255,-99.13315,5,3,0,BOOT\r
150,ORB_CS,0:00:02,151,0.0,77406.3,24,5.08,11:29:02,19.50249,-99.13331,0,1,0,BOOT\r
151,ORB_CS,0:00:02,152,0.0,77407.9,21,6.65,11:29:02,19.50262,-99.13327,4,3,0,BOOT\r
152,ORB_CS,0:00:02,153,0.0,77408.6,22,6.32,11:29:02,19.50248,-99.13316,1,3,0,BOOT\r
153,ORB_CS,0:00:02,154,0.0,77400.5,20,6.38,11:29:02,19.50259,-99.13333,8,3,0,BOOT\r
154,ORB_CS,0:00:02,155,0.0,77405.4,23,8.02,11:29:02,19.5026,-99.13321,10,2,0,BOOT\r
155,ORB_CS,0:00:02,156,0.0,77414.2,20,8.88,11:29:02,19.50251,-99.13313,9,9,0,BOOT\r
156,ORB_CS,0:00:02,157,0.0,77416.8,23,6.94,11:29:02,19.5025,-99.13328,6,6,0,BOOT\r
157,ORB_CS,0:00:02,158,0.0,77417.0,23,8.32,11:29:02,19.50258,-99.13313,1,3,0,BOOT\r
158,ORB_CS,0:00:02,159,0.0,77412.9,22,5.16,11:29:02,19.50258,-99.13332,6,9,0,BOOT\r
159,ORB_CS,0:00:02,160,0.0,77403.1,23,8.91,11:29:02,19.50255,-99.13314,4,3,0,BOOT\r
160,ORB_CS,0:00:02,161,0.0,77410.2,22,7.22,11:29:02,19.50252,-99.13317,10,8,0,BOOT\r
161,ORB_CS,0:00:02,162,0.0,77405.5,21,8.18,11:29:02,19.50258,-99.13314,9,0,0,BOOT\r
162,ORB_CS,0:00:02,163,0.0,77416.8,22,7.29,11:29:02,19.50251,-99.13319,4,10,0,BOOT\r
163,ORB_CS,0:00:02,164,0.0,77404.8,24,5.36,11:29:02,19.5026,-99.13315,6,8,0,BOOT\r
164,ORB_CS,0:00:02,165,0.0,77404.4,20,5.84,11:29:02,19.50247,-99.13318,3,0,0,BOOT\r
165,ORB_CS,0:00:02,166,0.0,77400.6,21,6.08,11:29:02,19.50256,-99.13331,7,6,0,BOOT\r
166,ORB_CS,0:00:02,167,0.0,77408.0,24,8.41,11:29:02,19.50264,-99.13331,1,1,0,BOOT\r
167,ORB_CS,0:00:02,168,0.0,77405.5,21,8.15,11:29:02,19.50254,-99.13322,8,4,0,BOOT\r
168,ORB_CS,0:00:02,169,0.0,77405.3,23,5.59,11:29:02,19.50256,-99.13317,4,6,0,BOOT\r
169,ORB_CS,0:00:02,170,0.0,77408.1,24,7.6,11:29:02,19.50248,-99.13324,10,9,0,BOOT\r
170,ORB_CS,0:00:02,171,0.0,77412.9,23,5.87,11:29:02,19.50251,-99.13313,1,0,0,BOOT\r
171,ORB_CS,0:00:02,172,0.0,77401.4,22,5.81,11:29:02,19.50251,-99.13322,9,9,0,BOOT\r
172,ORB_CS,0:00:02,173,0.0,77411.0,24,6.25,11:29:02,19.50248,-99.13321,3,7,0,BOOT\r
173,ORB_CS,0:00:02,174,0.0,77411.0,20,8.99,11:29:02,19.50257,-99.13316,2,0,0,BOOT\r
174,ORB_CS,0:00:02,175,0.0,77406.0,20,5.29,11:29:02,19.50262,-99.13315,10,6,0,BOOT\r
175,ORB_CS,0:00:02,176,0.0,77411.7,20,7.51,11:29:02,19.50262,-99.13318,8,3,0,BOOT\r
176,ORB_CS,0:00:02,177,0.0,77413.5,22,6.21,11:29:02,19.50262,-99.1332,3,2,0,BOOT\r
177,ORB_CS,0:00:02,178,0.0,77404.5,21,6.56,11:29:02,19.50257,-99.13325,4,2,0,BOOT\r
178,ORB_CS,0:00:02,179,0.0,77412.3,20,7.79,11:29:02,19.50258,-99.13313,5,7,0,BOOT\r
179,ORB_CS,0:00:02,180,0.0,77407.8,20,5.86,11:29:02,19.50259,-99.13331,3,9,0,BOOT\r
180,ORB_CS,0:00:03,181,0.0,77416.2,23,7.58,11:29:03,19.50257,-99.13325,9,3,0,BOOT\r
181,ORB_CS,0:00:03,182,0.0,77411.1,20,7.49,11:29:03,19.50257,-99.1333,0,4,0,BOOT\r
182,ORB_CS,0:00:03,183,0.0,77402.2,22,6.6,11:29:03,19.5026,-99.13324,5,0,0,BOOT\r
183,ORB_CS,0:00:03,184,0.0,77404.2,23,7.06,11:29:03,19.50259,-99.13317,5,0,0,BOOT\r
184,ORB_CS,0:00:03,185,0.0,77411.8,22,8.6,11:29:03,19.50251,-99.13325,3,0,0,BOOT\r
185,ORB_CS,0:00:03,186,0.0,77403.9,20,5.14,11:29:03,19.50249,-99.1332,3,1,0,BOOT\r
186,ORB_CS,0:00:03,187,0.0,77417.2,22,7.79,11:29:03,19.50262,-99.13328,3,4,0,BOOT\r
187,ORB_CS,0:00:03,188,0.0,77415.8,21,8.92,11:29:03,19.50257,-99.13329,7,7,0,BOOT\r
188,ORB_CS,0:00:03,189,0.0,77419.0,24,6.92,11:29:03,19.50249,-99.13313,3,8,0,BOOT\r
189,ORB_CS,0:00:03,190,0.0,77416.3,21,8.84,11:29:03,19.50247,-99.13331,2,1,0,BOOT\r
190,ORB_CS,0:00:03,191,0.0,77413.9,20,8.08,11:29:03,19.50257,-99.13327,8,5,0,BOOT\r
191,ORB_CS,0:00:03,192,0.0,77412.6,24,7.28,11:29:03,19.50264,-99.13328,10,0,0,BOOT\r
192,ORB_CS,0:00:03,193,0.0,77405.4,20,8.33,11:29:03,19.50251,-99.13329,1,9,0,BOOT\r
193,ORB_CS,0:00:03,194,0.0,77410.5,22,5.55,11:29:03,19.50262,-99.13313,10,10,0,BOOT\r
194,ORB_CS,0:00:03,195,0.0,77416.2,20,7.9,11:29:03,19.50247,-99.13326,8,4,0,BOOT\r
195,ORB_CS,0:00:03,196,0.0,77417.4,22,7.03,11:29:03,19.50259,-99.13325,8,2,0,BOOT\r
196,ORB_CS,0:00:03,197,0.0,77411.9,24,8.3,11:29:03,19.5026,-99.13325,9,2,0,BOOT\r
197,ORB_CS,0:00:03,198,0.0,77418.2,23,8.44,11:29:03,19.50246,-99.13321,7,0,0,BOOT\r
198,ORB_CS,0:00:03,199,0.0,77416.1,23,5.1,11:29:03,19.50249,-99.13329,6,2,0,BOOT\r
199,ORB_CS,0:00:03,200,0.0,77414.2,23,7.15,11:29:03,19.50248,-99.13331,2,4,0,BOOT\r
200,ORB_CS,0:00:03,201,0.0,77417.9,22,5.95,11:29:03,19.50259,-99.13315,7,9,0,BOOT\r
201,ORB_CS,0:00:03,202,0.0,77415.3,22,7.98,11:29:03,19.50253,-99.13333,0,4,0,BOOT\r
202,ORB_CS,0:00:03,203,0.0,77407.5,20,7.85,11:29:03,19.5025,-99.13317,2,1,0,BOOT\r
203,ORB_CS,0:00:03,204,0.0,77401.9,22,6.2,11:29:03,19.50262,-99.1332,9,2,0,BOOT\r
204,ORB_CS,0:00:03,205,0.0,77415.3,22,6.73,11:29:03,19.50246,-99.13323,7,9,0,BOOT\r
205,ORB_CS,0:00:03,206,0.0,77407.2,22,7.12,11:29:03,19.50247,-99.13314,2,2,0,BOOT\r
206,ORB_CS,0:00:03,207,0.0,77406.4,22,5.49,11:29:03,19.50247,-99.13328,4,2,0,BOOT\r
207,ORB_CS,0:00:03,208,0.0,77408.7,20,6.73,11:29:03,19.5025,-99.13321,2,2,0,BOOT\r
208,ORB_CS,0:00:03,209,0.0,77410.9,21,5.31,11:29:03,19.50254,-99.13315,9,5,0,BOOT\r
209,ORB_CS,0:00:03,210,0.0,77419.1,24,7.49,11:29:03,19.50253,-99.13333,2,2,0,BOOT\r
210,ORB_CS,0:00:03,211,0.0,77414.1,23,6.4,11:29:03,19.5025,-99.13317,8,5,0,BOOT\r
211,ORB_CS,0:00:03,212,0.0,77414.1,20,8.87,11:29:03,19.50255,-99.13319,4,4,0,BOOT\r
212,ORB_CS,0:00:03,213,0.0,77414.8,23,7.6,11:29:03,19.50246,-99.13318,7,4,0,BOOT\r
213,ORB_CS,0:00:03,214,0.0,77419.4,24,6.29,11:29:03,19.50263,-99.13333,1,3,0,BOOT\r
214,ORB_CS,0:00:03,215,0.0,77403.3,24,8.31,11:29:03,19.50257,-99.13327,5,7,0,BOOT\r
215,ORB_CS,0:00:03,216,0.0,77412.7,23,8.96,11:29:03,19.50249,-99.13324,0,10,0,BOOT\r
216,ORB_CS,0:00:03,217,0.0,77414.6,24,8.25,11:29:03,19.50249,-99.13317,7,1,0,BOOT\r
217,ORB_CS,0:00:03,218,0.0,77411.6,21,6.41,11:29:03,19.50247,-99.13327,6,10,0,BOOT\r
218,ORB_CS,0:00:03,219,0.0,77414.5,23,5.27,11:29:03,19.50263,-99.13323,3,3,0,BOOT\r
219,ORB_CS,0:00:03,220,0.0,77410.8,21,7.0,11:29:03,19.50262,-99.13315,3,5,0,BOOT\r
220,ORB_CS,0:00:03,221,0.0,77418.5,22,6.81,11:29:03,19.50255,-99.13318,5,8,0,BOOT\r
221,ORB_CS,0:00:03,222,0.0,77407.7,23,6.42,11:29:03,19.50262,-99.13322,5,3,0,BOOT\r
222,ORB_CS,0:00:03,223,0.0,77409.1,21,7.21,11:29:03,19.50252,-99.13317,7,8,0,BOOT\r
